32,16,32,16,32,64,6,187,480,1103
32,16,32,16,32,64,6,188,471,1551
32,16,32,16,32,64,6,304,484,1323
32,16,32,16,32,64,6,211,481,1453
32,16,32,16,32,64,6,257,488,1202
32,16,32,16,32,64,6,191,476,1222
32,16,32,16,32,64,6,218,499,1197
32,16,32,16,32,64,6,205,488,1622
32,16,32,16,32,64,6,249,478,1041
32,16,32,16,32,64,6,221,493,1405
64,16,32,16,32,64,11,180,832,1196
64,16,32,16,32,64,16,211,834,1205
64,16,32,16,32,64,11,194,828,1392
64,16,32,16,32,64,11,209,841,1362
64,16,32,16,32,64,11,257,853,1233
64,16,32,16,32,64,11,180,827,1197
64,16,32,16,32,64,11,198,848,1341
64,16,32,16,32,64,11,217,836,1190
64,16,32,16,32,64,11,189,859,1516
64,16,32,16,32,64,11,209,826,1335
128,16,32,16,32,64,21,248,1681,1190
128,16,32,16,32,64,21,219,1846,1335
128,16,32,16,32,64,32,210,1674,1554
128,16,32,16,32,64,21,226,1683,1096
128,16,32,16,32,64,24,288,1744,1084
128,16,32,16,32,64,21,250,1674,1103
128,16,32,16,32,64,21,204,1677,1525
128,16,32,16,32,64,21,212,1919,1113
128,16,32,16,32,64,21,218,1776,1703
128,16,32,16,32,64,21,246,1789,1343
256,16,32,16,32,64,41,209,3312,1414
256,16,32,16,32,64,41,270,3217,1511
256,16,32,16,32,64,41,201,3109,1649
256,16,32,16,32,64,41,243,3271,1505
256,16,32,16,32,64,41,259,3141,1474
256,16,32,16,32,64,77,354,3266,1222
256,16,32,16,32,64,41,216,3127,1592
256,16,32,16,32,64,88,239,3132,1655
256,16,32,16,32,64,41,244,3131,1422
256,16,32,16,32,64,42,220,3183,1237
512,16,32,16,32,64,85,222,6205,1500
512,16,32,16,32,64,83,233,6215,1087
512,16,32,16,32,64,121,284,6189,1693
512,16,32,16,32,64,83,200,6115,1209
512,16,32,16,32,64,83,206,6343,1781
512,16,32,16,32,64,83,222,6112,1425
512,16,32,16,32,64,83,337,6146,1565
512,16,32,16,32,64,82,232,6227,1318
512,16,32,16,32,64,83,207,6037,1791
512,16,32,16,32,64,82,200,6143,1683
1024,16,32,16,32,64,169,198,11880,1831
1024,16,32,16,32,64,169,213,11909,1555
1024,16,32,16,32,64,166,228,12183,1500
1024,16,32,16,32,64,165,265,12070,1689
1024,16,32,16,32,64,166,248,12161,1297
1024,16,32,16,32,64,164,224,12235,1299
1024,16,32,16,32,64,166,222,12130,1666
1024,16,32,16,32,64,166,208,12201,1433
1024,16,32,16,32,64,164,280,11993,1461
1024,16,32,16,32,64,166,208,11813,1877
2048,16,32,16,32,64,370,234,23918,1534
2048,16,32,16,32,64,335,234,24086,1665
2048,16,32,16,32,64,352,266,24683,1735
2048,16,32,16,32,64,335,268,24082,1266
2048,16,32,16,32,64,520,200,24054,1292
2048,16,32,16,32,64,337,225,23778,1599
2048,16,32,16,32,64,328,263,24045,1711
2048,16,32,16,32,64,367,344,24177,1261
2048,16,32,16,32,64,336,271,24001,1252
2048,16,32,16,32,64,333,233,24497,1326
4096,16,32,16,32,64,708,212,48180,1675
4096,16,32,16,32,64,672,235,48118,1840
4096,16,32,16,32,64,672,247,47832,1253
4096,16,32,16,32,64,672,250,47993,1727
4096,16,32,16,32,64,683,241,48167,1792
4096,16,32,16,32,64,672,229,49062,2152
4096,16,32,16,32,64,660,228,47743,1915
4096,16,32,16,32,64,672,225,47833,1445
4096,16,32,16,32,64,649,242,47961,1614
4096,16,32,16,32,64,669,244,47625,1513
8192,16,32,16,32,64,1360,242,96188,1285
8192,16,32,16,32,64,1352,437,95621,1491
8192,16,32,16,32,64,1378,467,95932,1602
8192,16,32,16,32,64,1353,473,96433,1643
8192,16,32,16,32,64,1338,429,96225,1328
8192,16,32,16,32,64,1368,433,96315,1753
8192,16,32,16,32,64,1421,452,96096,1719
8192,16,32,16,32,64,1339,404,95851,1513
8192,16,32,16,32,64,1425,439,96552,1444
8192,16,32,16,32,64,1392,424,95786,1956
32,32,64,16,32,256,6,219,514,2344
32,32,128,16,32,256,6,194,470,2357
32,32,256,16,32,256,6,194,463,2566
32,32,512,16,32,256,6,201,478,1847
32,32,1024,16,32,256,6,201,466,2219
32,32,2048,16,32,256,6,250,487,2230
32,32,4096,16,32,256,6,197,470,1898
32,32,8192,16,32,256,6,192,470,2293
32,64,64,16,32,256,6,244,472,2086
32,64,128,16,32,256,6,201,468,1692
32,64,256,16,32,256,6,192,462,1584
32,64,512,16,32,256,6,196,467,2440
32,64,1024,16,32,256,6,205,472,2349
32,64,2048,16,32,256,6,191,463,2079
32,64,4096,16,32,256,6,189,467,1315
32,64,8192,16,32,256,7,207,474,2231
32,128,64,16,32,256,6,193,13,1892
32,128,128,16,32,256,6,244,479,1630
32,128,256,16,32,256,6,199,461,1961
32,128,512,16,32,256,6,190,464,2136
32,128,1024,16,32,256,9,200,466,1609
32,128,2048,16,32,256,6,217,477,1589
32,128,4096,16,32,256,6,197,462,2096
32,128,8192,16,32,256,6,276,510,1945
32,256,64,16,32,256,6,183,13,2478
