32,27,54,16,32,786432,6,211,465,1151
32,28,56,16,32,786432,6,192,469,1137
32,29,58,16,32,786432,6,192,474,1228
32,30,60,16,32,786432,6,190,466,1305
32,31,62,16,32,786432,6,228,480,1063
32,33,33,16,32,786432,6,190,464,1113
32,34,34,16,32,786432,6,191,464,972
32,35,35,16,32,786432,6,195,479,1229
32,36,36,16,32,786432,6,190,467,1223
32,37,37,16,32,786432,8,199,469,1161
32,59,59,16,32,786432,6,194,471,1161
32,60,60,16,32,786432,6,189,467,1339
32,61,61,16,32,786432,6,189,465,975
32,62,62,16,32,786432,6,200,470,1411
32,63,63,16,32,786432,6,244,471,1145
32,65,65,16,32,786432,6,211,491,977
32,66,66,16,32,786432,6,193,471,1001
32,67,67,16,32,786432,19,199,470,1027
32,68,68,16,32,786432,6,212,489,969
32,69,69,16,32,786432,6,188,464,1016
32,123,123,16,32,786432,6,243,481,1389
32,124,124,16,32,786432,6,197,466,1008
32,125,125,16,32,786432,6,198,469,1332
32,126,126,16,32,786432,6,225,467,1348
32,127,127,16,32,786432,6,189,467,1563
32,129,129,16,32,786432,6,190,469,988
32,130,130,16,32,786432,6,186,483,1219
32,131,131,16,32,786432,6,197,469,1153
32,132,132,16,32,786432,6,193,467,1308
32,133,133,16,32,786432,6,190,476,1057
32,27,54,16,32,786432,6,205,467,1085
32,28,56,16,32,786432,6,191,466,964
32,29,58,16,32,786432,6,190,467,993
32,30,60,16,32,786432,6,213,470,1293
32,31,62,16,32,786432,6,187,463,1017
32,33,33,16,32,786432,6,194,463,1465
32,34,34,16,32,786432,6,188,462,1312
32,35,35,16,32,786432,6,195,465,1241
32,36,36,16,32,786432,6,222,468,1216
32,37,37,16,32,786432,6,207,491,1465
32,59,59,16,32,786432,6,196,467,1045
32,60,60,16,32,786432,6,196,468,1243
32,61,61,16,32,786432,6,196,466,1391
32,62,62,16,32,786432,6,194,474,1452
32,63,63,16,32,786432,6,197,468,1044
32,65,65,16,32,786432,6,198,465,1015
32,66,66,16,32,786432,6,204,468,1003
32,67,67,16,32,786432,6,192,464,1132
32,68,68,16,32,786432,6,195,467,1017
32,69,69,16,32,786432,6,199,465,1389
32,123,123,16,32,786432,6,193,466,1082
32,124,124,16,32,786432,6,196,465,1381
32,125,125,16,32,786432,6,192,462,1151
32,126,126,16,32,786432,9,205,475,1079
32,127,127,16,32,786432,6,206,468,1345
32,129,129,16,32,786432,6,205,465,1005
32,130,130,16,32,786432,6,192,460,939
32,131,131,16,32,786432,6,190,465,970
32,132,132,16,32,786432,9,233,626,1210
32,133,133,16,32,786432,6,194,471,1263
32,27,54,16,32,786432,9,213,469,1228
32,28,56,16,32,786432,6,192,470,1425
32,29,58,16,32,786432,6,207,470,1024
32,30,60,16,32,786432,6,199,479,1269
32,31,62,16,32,786432,6,194,465,969
32,33,33,16,32,786432,6,192,464,1380
32,34,34,16,32,786432,6,196,463,1364
32,35,35,16,32,786432,6,181,469,1515
32,36,36,16,32,786432,8,210,478,1360
32,37,37,16,32,786432,6,193,463,931
32,59,59,16,32,786432,6,196,462,978
32,60,60,16,32,786432,6,195,470,1456
32,61,61,16,32,786432,6,194,467,1431
32,62,62,16,32,786432,6,196,464,1095
32,63,63,16,32,786432,6,180,471,1331
32,65,65,16,32,786432,6,179,483,1601
32,66,66,16,32,786432,6,191,465,1335
32,67,67,16,32,786432,6,221,501,1173
32,68,68,16,32,786432,6,206,467,1581
32,69,69,16,32,786432,9,216,473,1350
32,123,123,16,32,786432,6,188,469,987
32,124,124,16,32,786432,6,192,471,1240
32,125,125,16,32,786432,6,179,467,1092
32,126,126,16,32,786432,6,190,467,1034
32,127,127,16,32,786432,6,190,473,1219
32,129,129,16,32,786432,6,198,467,1052
32,130,130,16,32,786432,6,225,488,1038
32,131,131,16,32,786432,6,190,468,1119
32,132,132,16,32,786432,6,191,469,1120
32,133,133,16,32,786432,6,193,468,1289
32,27,54,16,32,786432,9,215,483,1088
32,28,56,16,32,786432,6,190,468,1039
32,29,58,16,32,786432,9,217,471,1412
32,30,60,16,32,786432,8,211,465,941
32,31,62,16,32,786432,6,196,466,1410
32,33,33,16,32,786432,6,211,493,1297
32,34,34,16,32,786432,6,185,473,1284
32,35,35,16,32,786432,6,191,466,1034
32,36,36,16,32,786432,6,194,463,975
32,37,37,16,32,786432,6,190,466,1085
32,59,59,16,32,786432,9,247,476,1027
32,60,60,16,32,786432,6,191,457,1209
32,61,61,16,32,786432,6,191,466,1367
32,62,62,16,32,786432,6,196,468,1114
32,63,63,16,32,786432,6,183,462,1155
32,65,65,16,32,786432,6,203,467,1543
32,66,66,16,32,786432,6,193,466,1352
32,67,67,16,32,786432,6,194,467,1257
32,68,68,16,32,786432,6,181,469,1271
32,69,69,16,32,786432,6,190,468,1423
32,123,123,16,32,786432,6,192,538,1534
32,124,124,16,32,786432,6,191,465,1111
32,125,125,16,32,786432,6,190,466,1307
32,126,126,16,32,786432,9,190,467,1219
32,127,127,16,32,786432,6,184,471,1019
32,129,129,16,32,786432,6,198,473,1267
32,130,130,16,32,786432,6,187,469,1492
32,131,131,16,32,786432,6,194,466,962
32,132,132,16,32,786432,6,192,468,948
32,133,133,16,32,786432,6,176,471,1162
32,27,54,16,32,786432,6,176,468,1182
32,28,56,16,32,786432,6,198,469,1178
32,29,58,16,32,786432,6,177,469,978
32,30,60,16,32,786432,6,208,501,1343
32,31,62,16,32,786432,6,216,486,1415
32,33,33,16,32,786432,6,175,472,1269
32,34,34,16,32,786432,6,178,453,1453
