32,32,1,5,22,1363,85,1475
32,32,1,6,29,1368,132,1535
32,32,1,9,28,1368,89,1494
32,32,1,10,30,1367,86,1493
32,32,1,6,22,1363,78,1469
32,32,1,6,23,1364,79,1472
32,32,1,6,22,1364,78,1470
32,32,1,6,22,1363,78,1469
32,32,1,10,29,1368,115,1522
32,32,1,6,22,1363,75,1466
32,64,1,6,22,1364,78,1470
32,64,1,6,23,1362,77,1468
32,64,1,5,21,1363,75,1464
32,64,1,6,22,1363,75,1466
32,64,1,6,22,1371,115,1514
32,64,1,9,42,1375,98,1524
32,64,1,11,30,1372,479,1892
32,64,1,6,23,1363,82,1474
32,64,1,6,23,1363,79,1471
32,64,1,6,24,1364,88,1482
32,128,1,5,22,1363,77,1467
32,128,1,5,23,1369,77,1474
32,128,1,5,22,1363,77,1467
32,128,1,6,22,1363,93,1484
32,128,1,6,22,1363,74,1465
32,128,1,5,22,1362,74,1463
32,128,1,6,22,1363,77,1468
32,128,1,5,23,1363,80,1471
32,128,1,6,22,1363,78,1469
32,128,1,5,23,1363,77,1468
32,256,1,8,24,1364,82,1478
32,256,1,5,22,1362,73,1462
32,256,1,5,22,1363,74,1464
32,256,1,5,23,1363,79,1470
32,256,1,5,23,1364,77,1469
32,256,1,8,25,1364,85,1482
32,256,1,5,23,1364,82,1474
32,256,1,8,25,1364,82,1479
32,256,1,6,24,1363,88,1481
32,256,1,6,23,1364,82,1475
64,32,2,11,21,2445,77,2554
64,32,2,11,22,2444,76,2553
64,32,2,11,21,2445,81,2558
64,32,2,11,22,2445,77,2555
64,32,2,11,22,2445,74,2552
64,32,2,11,27,2445,79,2562
64,32,2,11,23,2445,78,2557
64,32,2,11,22,2445,80,2558
64,32,2,11,22,2449,80,2562
64,32,2,17,29,2453,180,2679
64,64,1,11,39,2454,198,2702
64,64,1,11,22,2443,92,2568
64,64,1,11,22,2443,74,2550
64,64,1,11,22,2445,206,2684
64,64,1,17,99,2466,191,2773
64,64,1,11,24,2445,86,2566
64,64,1,11,24,2448,90,2573
64,64,1,11,24,2443,77,2555
64,64,1,11,23,2444,82,2560
64,64,1,11,31,2470,83,2595
64,128,1,36,30,2450,275,2791
64,128,1,17,37,2455,145,2654
64,128,1,16,27,2446,123,2612
64,128,1,11,25,2447,162,2645
64,128,1,11,22,2453,300,2786
64,128,1,11,22,2446,134,2613
64,128,1,12,39,2469,161,2681
64,128,1,11,28,2454,129,2622
64,128,1,11,22,2443,79,2555
64,128,1,11,23,2443,124,2601
64,256,1,11,25,2444,89,2569
64,256,1,16,25,2446,112,2599
64,256,1,17,26,2449,136,2628
64,256,1,11,25,2444,137,2617
64,256,1,11,24,2443,107,2585
64,256,1,11,22,2443,78,2554
64,256,1,11,22,2445,76,2554
64,256,1,11,22,2442,75,2550
64,256,1,11,22,2444,106,2583
64,256,1,11,22,2449,297,2779
128,32,4,22,23,4663,140,4848
128,32,4,43,28,4664,111,4846
128,32,4,21,23,4659,76,4779
128,32,4,21,22,4659,75,4777
128,32,4,21,22,4661,130,4834
128,32,4,33,26,4663,111,4833
128,32,4,21,23,4659,79,4782
128,32,4,21,22,4659,74,4776
128,32,4,22,22,4662,120,4826
128,32,4,21,22,4662,163,4868
128,64,2,22,24,4622,114,4782
128,64,2,32,25,4619,80,4756
128,64,2,21,22,4619,85,4747
128,64,2,23,23,4619,85,4750
128,64,2,30,25,4623,115,4793
128,64,2,32,23,4622,137,4814
128,64,2,22,22,4623,187,4854
128,64,2,23,43,4637,123,4826
128,64,2,21,23,4620,81,4745
128,64,2,24,22,4619,94,4759
128,128,1,31,23,4616,83,4753
128,128,1,21,24,4621,133,4799
128,128,1,32,26,4627,117,4802
128,128,1,22,23,4614,79,4738
128,128,1,21,22,4616,103,4762
128,128,1,21,22,4621,131,4795
128,128,1,32,27,4620,119,4798
128,128,1,22,23,4616,77,4738
128,128,1,22,23,4625,202,4872
128,128,1,22,26,4619,130,4797
128,256,1,22,22,4616,78,4738
128,256,1,21,22,4617,104,4764
128,256,1,38,31,4623,144,4836
128,256,1,22,25,4617,80,4744
128,256,1,22,22,4613,73,4730
128,256,1,22,22,4618,235,4897
128,256,1,28,27,4621,118,4794
128,256,1,21,22,4615,77,4735
128,256,1,21,22,4620,209,4872
128,256,1,28,24,4620,127,4799
256,32,8,42,23,9116,138,9319
256,32,8,42,26,9117,119,9304
256,32,8,42,22,9117,147,9328
256,32,8,44,24,9115,109,9292
256,32,8,42,23,9115,141,9321
256,32,8,43,37,9124,123,9327
256,32,8,42,23,9116,163,9344
256,32,8,43,23,9127,134,9327
256,32,8,42,23,9113,95,9273
256,32,8,43,24,9116,119,9302
256,64,4,42,23,9075,127,9267
256,64,4,43,32,9100,124,9299
256,64,4,42,23,9085,248,9398
256,64,4,43,27,9080,154,9304
256,64,4,42,22,9074,143,9281
256,64,4,42,22,9076,128,9268
256,64,4,42,24,9071,80,9217
256,64,4,42,23,9071,89,9225
256,64,4,70,23,9075,122,9290
256,64,4,43,24,9094,97,9258
256,128,2,42,22,8927,125,9116
256,128,2,43,23,8924,82,9072
256,128,2,42,22,8943,142,9149
256,128,2,43,24,8925,86,9078
256,128,2,42,23,8926,142,9133
256,128,2,42,26,8928,121,9117
256,128,2,43,23,8928,161,9155
256,128,2,42,22,8926,119,9109
256,128,2,55,23,8924,80,9082
256,128,2,42,23,8926,155,9146
256,256,1,42,24,9019,89,9174
256,256,1,42,22,9023,130,9217
256,256,1,43,24,9020,82,9169
256,256,1,42,23,9021,125,9211
256,256,1,42,24,9021,79,9166
256,256,1,65,24,9022,150,9261
256,256,1,49,24,9026,225,9324
256,256,1,44,23,9023,144,9234
256,256,1,42,22,9021,136,9221
256,256,1,42,24,9026,109,9201
512,32,16,85,23,17914,127,18149
512,32,16,128,25,17909,124,18186
512,32,16,98,24,17910,136,18168
512,32,16,94,24,17907,127,18152
512,32,16,84,24,17911,128,18147
512,32,16,84,24,17909,131,18148
512,32,16,84,24,17909,125,18142
512,32,16,85,23,17908,125,18141
512,32,16,85,23,17909,131,18148
512,32,16,84,24,17910,156,18174
512,64,8,87,27,17963,179,18256
512,64,8,126,32,17966,267,18391
512,64,8,98,26,17964,126,18214
512,64,8,84,25,17975,123,18207
512,64,8,85,25,17976,148,18234
512,64,8,85,29,17980,159,18253
512,64,8,85,27,17978,152,18242
512,64,8,99,35,17983,145,18262
512,64,8,125,29,17970,148,18272
512,64,8,174,27,17972,141,18314
512,128,4,85,27,17700,145,17957
512,128,4,100,29,17703,175,18007
512,128,4,85,26,17708,216,18035
512,128,4,85,24,17698,129,17936
512,128,4,84,23,17696,126,17929
512,128,4,84,23,17697,137,17941
512,128,4,84,23,17701,133,17941
512,128,4,84,24,17702,129,17939
512,128,4,115,25,17714,126,17980
512,128,4,126,39,17702,130,17997
512,256,2,85,24,17686,139,17934
512,256,2,85,24,17685,142,17936
512,256,2,87,27,17690,139,17943
512,256,2,84,29,17690,314,18117
512,256,2,85,27,17690,135,17937
512,256,2,85,35,17699,181,18000
512,256,2,85,27,17704,175,17991
512,256,2,85,26,17688,158,17957
512,256,2,84,24,17685,137,17930
512,256,2,85,26,17687,202,18000
1024,32,32,194,27,35703,201,36125
1024,32,32,247,27,35692,182,36148
1024,32,32,169,26,35708,132,36035
1024,32,32,169,25,35691,143,36028
1024,32,32,170,28,32549,146,32893
1024,32,32,169,25,32556,140,32890
1024,32,32,169,26,32555,130,32880
1024,32,32,190,26,30974,131,31321
1024,32,32,169,26,30977,129,31301
1024,32,32,169,25,30972,131,31297
1024,64,16,204,27,30965,129,31325
1024,64,16,173,27,30972,134,31306
1024,64,16,169,26,30971,139,31305
1024,64,16,169,26,30971,149,31315
1024,64,16,230,33,30975,135,31373
1024,64,16,228,33,30965,142,31368
1024,64,16,173,26,30962,141,31302
1024,64,16,173,26,30967,138,31304
1024,64,16,209,42,30975,135,31361
1024,64,16,239,67,30982,182,31470
1024,128,8,173,26,30769,154,31122
1024,128,8,174,26,30772,154,31126
1024,128,8,174,26,30781,144,31125
1024,128,8,272,55,30791,242,31360
1024,128,8,174,26,30775,184,31159
1024,128,8,248,28,30778,152,31206
1024,128,8,170,28,30776,179,31153
1024,128,8,169,27,30786,203,31185
1024,128,8,281,31,30778,272,31362
1024,128,8,174,29,30779,191,31173
1024,256,4,174,26,30744,153,31097
1024,256,4,260,27,30742,139,31168
1024,256,4,226,29,30743,264,31262
1024,256,4,261,32,30765,263,31321
1024,256,4,169,28,30745,145,31087
1024,256,4,259,38,30744,131,31172
1024,256,4,170,27,30739,140,31076
1024,256,4,170,27,30742,133,31072
1024,256,4,169,25,30746,133,31073
1024,256,4,169,25,30743,128,31065
2048,32,64,346,29,60525,140,61040
2048,32,64,338,28,57805,138,58309
2048,32,64,421,39,54028,199,54687
2048,32,64,345,28,54018,152,54543
2048,32,64,346,29,54016,235,54626
2048,32,64,460,40,54024,137,54661
2048,32,64,338,28,54003,134,54503
2048,32,64,347,29,54013,177,54566
2048,32,64,338,34,54019,141,54532
2048,32,64,347,33,54403,139,54922
2048,64,32,346,55,54409,134,54944
2048,64,32,337,29,54397,206,54969
2048,64,32,416,43,54408,137,55004
2048,64,32,337,28,54390,127,54882
2048,64,32,348,31,54401,155,54935
2048,64,32,341,30,54394,139,54904
2048,64,32,338,28,54392,136,54894
2048,64,32,339,32,54399,154,54924
2048,64,32,364,30,54390,135,54919
2048,64,32,338,29,54389,136,54892
2048,128,16,340,41,54424,154,54959
2048,128,16,338,30,54417,148,54933
2048,128,16,338,29,54413,140,54920
2048,128,16,338,29,54423,167,54957
2048,128,16,381,30,54420,136,54967
2048,128,16,347,29,54417,133,54926
2048,128,16,338,32,54412,179,54961
2048,128,16,357,37,54426,143,54963
2048,128,16,346,29,54412,134,54921
2048,128,16,337,29,54412,229,55007
2048,256,8,482,67,54592,137,55278
2048,256,8,338,28,54585,136,55087
2048,256,8,385,29,54601,296,55311
2048,256,8,362,37,54576,140,55115
2048,256,8,338,29,54575,132,55074
2048,256,8,346,29,54568,235,55178
2048,256,8,477,36,54566,138,55217
2048,256,8,499,29,54574,132,55234
2048,256,8,338,29,54563,180,55110
2048,256,8,542,35,54589,134,55300
4096,32,128,675,37,112956,149,113817
4096,32,128,692,37,112956,173,113858
4096,32,128,692,37,112936,147,113812
4096,32,128,829,37,112930,178,113974
4096,32,128,736,40,112929,246,113951
4096,32,128,692,40,112919,280,113931
4096,32,128,1201,57,112919,149,114326
4096,32,128,712,37,112943,221,113913
4096,32,128,675,37,112910,194,113816
4096,32,128,857,46,112929,173,114005
4096,64,64,694,40,112014,186,112934
4096,64,64,676,40,112039,167,112922
4096,64,64,675,37,112005,150,112867
4096,64,64,675,37,112049,153,112914
4096,64,64,675,37,111996,179,112887
4096,64,64,675,40,112028,229,112972
4096,64,64,784,37,112046,180,113047
4096,64,64,675,39,112027,149,112890
4096,64,64,732,39,112010,151,112932
4096,64,64,675,37,112028,185,112925
4096,128,32,691,42,111729,173,112635
4096,128,32,696,45,111825,150,112716
4096,128,32,675,37,111791,161,112664
4096,128,32,675,39,111785,189,112688
4096,128,32,725,80,111798,152,112755
4096,128,32,677,36,111838,150,112701
4096,128,32,743,38,111804,174,112759
4096,128,32,684,40,111811,440,112975
4096,128,32,733,46,111824,147,112750
4096,128,32,675,36,111831,150,112692
4096,256,16,675,37,113655,200,114567
4096,256,16,738,87,113642,158,114625
4096,256,16,678,42,113644,151,114515
4096,256,16,675,37,113764,155,114631
4096,256,16,675,36,114180,150,115041
4096,256,16,736,37,114196,146,115115
4096,256,16,675,36,114195,172,115078
4096,256,16,779,43,114180,168,115170
4096,256,16,910,52,114176,167,115305
4096,256,16,882,49,114176,233,115340
8192,32,256,1359,68,457865,173,459465
8192,32,256,1350,48,457724,170,459292
8192,32,256,1350,49,457559,170,459128
8192,32,256,1376,67,457199,176,458818
8192,32,256,1350,48,457868,172,459438
8192,32,256,1425,60,457754,172,459411
8192,32,256,1350,48,457773,193,459364
8192,32,256,1442,75,457817,172,459506
8192,32,256,1349,48,457740,204,459341
8192,32,256,1425,52,457590,170,459237
8192,64,128,1373,65,308181,169,309788
8192,64,128,1349,48,307396,199,308992
8192,64,128,1350,47,307728,244,309369
8192,64,128,1400,49,307754,192,309395
8192,64,128,2005,51,308358,232,310646
8192,64,128,1717,56,307705,166,309644
8192,64,128,1351,63,309828,185,311427
8192,64,128,1448,116,308037,171,309772
8192,64,128,1640,84,308335,171,310230
8192,64,128,1433,89,308754,174,310450
8192,128,64,1390,65,308353,217,310025
8192,128,64,1395,48,308467,168,310078
8192,128,64,1450,172,308690,166,310478
8192,128,64,1392,67,308486,183,310128
8192,128,64,2117,59,309200,176,311552
8192,128,64,1349,48,308755,212,310364
8192,128,64,1350,48,308521,285,310204
8192,128,64,1360,49,308853,227,310489
8192,128,64,1350,48,308484,231,310113
8192,128,64,1349,49,308668,196,310262
8192,256,32,2053,51,333481,176,335761
8192,256,32,1349,47,333055,172,334623
8192,256,32,1402,49,333055,166,334672
8192,256,32,2311,93,332900,201,335505
8192,256,32,1349,48,332954,179,334530
8192,256,32,1403,51,333262,172,334888
8192,256,32,1924,88,333297,193,335502
8192,256,32,1852,64,333107,171,335194
8192,256,32,1349,47,333053,173,334622
8192,256,32,1364,61,333063,190,334678
